team	year	number	position	name	games_played	points	minutes	goals	assists	shots	fouls
Long Island Rough Riders	2010	3	D	Cruz, Josue	3		200				3
Long Island Rough Riders	2010	6	M	Fernandez, Menoscar	2		74			1	
Long Island Rough Riders	2010	5	D	Flood, Gary	11	1	990	0	1	3	10
Long Island Rough Riders	2010	4	D	Garcia, Kevin	6		495	0	0	2	1
Long Island Rough Riders	2010	1	GK	Gatti, Guillermo	10		843	0	0	0	0
Long Island Rough Riders	2010	14	F	Grendi, Alex	8	5	654	2	1	19	5
Long Island Rough Riders	2010	6	D	Hole, William	7		585			1	4
Long Island Rough Riders	2010	24	D	Kramer, Danny	10	5	841	1	3	5	7
Long Island Rough Riders	2010	16	M	Lyons, Joseph	6		340	0	0	9	4
Long Island Rough Riders	2010		M	Magill, Luke	9	4	353	2		5	6
Long Island Rough Riders	2010		D	Manuel, Laurent	2		180				2
Long Island Rough Riders	2010	23	M	Nadaner, Evin	4		231			3	
Long Island Rough Riders	2010	12	GK	Naples, Alexander	6		507	0	0	0	0
Long Island Rough Riders	2010	11	D	Nealis, James	13		850	0	0	3	6
Long Island Rough Riders	2010	13	M	Neptune, Jamal	5	2	199	1		2	2
Long Island Rough Riders	2010	4	D	Pardini, John	1	2	89	1			
Long Island Rough Riders	2010	17	F	Roderick, Graeme	10		484			4	4
Long Island Rough Riders	2010	9	F	Sarle, Dominick	11	13	841	6	1	16	11
Long Island Rough Riders	2010	18	M	Secko, Mark	10	2	678	1	0	13	9
Long Island Rough Riders	2010	7	F	Todd, Michael	10	4	624	1	2	15	5
Long Island Rough Riders	2010	26	D	Weinzimer, Adam	7	1	340	0	1	0	5
Long Island Rough Riders	2010		M	Youhill, Robert	4	2	210	1		3	
Vermont Voltage	2010	19	M	Barden, Charles	3		20				1
Vermont Voltage	2010	6	D	Ceranic, Drago	10	2	681	1		2	5
Vermont Voltage	2010	13	M	Colic, Tomislav	11	10	971	5		8	11
Vermont Voltage	2010	3	F	Forenza, Mike	5	1	271		1	5	5
Vermont Voltage	2010	16	D	Gelven, Samuel	3		203				2
Vermont Voltage	2010	8	D	Georgiadis, Panos	13	1	1170		1	1	10
Vermont Voltage	2010	17	F	Glenn, Jonathan	11	8	751	3	2	26	14
Vermont Voltage	2010	5	D	Hall, Matheau	15	2	1281		2	6	11
Vermont Voltage	2010	14	M	Jevtovic, Hebojsa	3		117			2	2
Vermont Voltage	2010	2	D	Koki, William	5		111				3
Vermont Voltage	2010	7	M	Maric, Mario	16		853			4	4
Vermont Voltage	2010	15	M	Mercier, Andrew	5		216			1	2
Vermont Voltage	2010	18	D	Morrow, Gardner	13	4	986	1	2	7	4
Vermont Voltage	2010	12	M	O'Brien, Kyle	15	4	1142	1	2	10	10
Vermont Voltage	2010	14	M	Oka, Arsene	4	2	308	1		6	3
Vermont Voltage	2010	23	D	Popovich, Igor	12	3	726	1	1	6	11
Vermont Voltage	2010	1	M	Sienko, Mark	1		25				
Vermont Voltage	2010	10	M	Simic, Bo	7	2	630	1		3	3
Vermont Voltage	2010	9	M	Stedman, Matthew	16	15	1226	6	3	21	28
Vermont Voltage	2010		D	Sykes, Nicholas	4		88				
Vermont Voltage	2010	20	F	Szczypiorski, Tomas	5		230			2	4
Vermont Voltage	2010	0	GK	Tanaskovic, Rade	10		771				1
Vermont Voltage	2010	11	F	Tounkara, Santigui Ibrahi	7		306			5	9
Vermont Voltage	2010	4	D	Van Matre, Justin	12		1067			9	11
Vermont Voltage	2010	24	F	Vuckovic, Bojan	12	3	922	1	1	13	21
Vermont Voltage	2010	16	GK	Wells, Benjamin	1		90				
Vermont Voltage	2010	0	GK	Williams, Daniel	8		579				
Seacoast United Phantoms	2010	8	D	Annese, Joe	6		540			4	10
Seacoast United Phantoms	2010	9	F	Barbosa, Almir	1		90				2
Seacoast United Phantoms	2010	17	D	Beverlin, Jake	16		1214			3	3
Seacoast United Phantoms	2010	10	M	Burgess, Romelle	1		77			1	
Seacoast United Phantoms	2010	20	M	Coleman, Sean	8		488			5	3
Seacoast United Phantoms	2010	3	D	Corsello, Joe	10		750			1	1
Seacoast United Phantoms	2010	23	M	Djessouho, Marc	15	6	1059	3		17	14
Seacoast United Phantoms	2010	2	M	Dubois, Adrian	14		1260			7	28
Seacoast United Phantoms	2010	14	F	Edum, Paulson	8	5	578	2	1	10	5
Seacoast United Phantoms	2010	15	M	Garcia, Diego	1		45				
Seacoast United Phantoms	2010	31	M	Gilbert, Christopher	13	1	865		1	1	3
Seacoast United Phantoms	2010	4	D	Goodwin, James	13		1161			2	8
Seacoast United Phantoms	2010	16	M	Hamilton, Patrick	6		167			1	
Seacoast United Phantoms	2010	19	M	Hernandez, Daniel	16	6	1147	3		17	7
Seacoast United Phantoms	2010	18	M	Jones, Keneil	7		210				2
Seacoast United Phantoms	2010	29	M	Khartabil, Omar	8		223			3	2
Seacoast United Phantoms	2010	12	GK	Mayo, Jonathan	8		657			1	
Seacoast United Phantoms	2010	7	M	Mercier, Gabriel	5		384			4	4
Seacoast United Phantoms	2010			Miller, John	1		90				
Seacoast United Phantoms	2010	10	M	Neto, Alescandro	2		180			5	2
Seacoast United Phantoms	2010	37	M	Ober, Charles	2		115				
Seacoast United Phantoms	2010	13	D	Palumbo, Vincent	6		454			1	4
Seacoast United Phantoms	2010	1	GK	Pokrywa, Lawrence	9		810			1	3
Seacoast United Phantoms	2010	25	M	Redding, Alexandre	10	4	796	1	2	5	3
Seacoast United Phantoms	2010	5	M	Rowling, Scott	14	3	1215	1	1	5	16
Seacoast United Phantoms	2010	37	F	Taylor, Shaun	2	1	133		1	1	
Seacoast United Phantoms	2010	22	M	Todesca, Nicola	4		55				1
Seacoast United Phantoms	2010	6	D	Todesca, Michael	5		148				5
Seacoast United Phantoms	2010	11	D	Twum-Barima, Joey	12		855			4	2
Seacoast United Phantoms	2010	18	D	White, Edgar	3		44				1
Westchester Flames	2010	3	D	Alassani, Kabirou	3		225				2
Westchester Flames	2010	12	D	Antoniades, Peter	5		450			5	2
Westchester Flames	2010	11	D	Antonopoulos, Dimitri	9		442			1	8
Westchester Flames	2010	9	F	Arteaga, Jhonny	2		108			5	
Westchester Flames	2010	19	F	Ayala, Luis	2		135			1	
Westchester Flames	2010	13	D	Camara, M'Bandy	1		90				1
Westchester Flames	2010	5	M	Chancey, Lamar	9	2	765	1		7	15
Westchester Flames	2010	15	M	Chehebar, Abraham	10		727			3	8
Westchester Flames	2010	4	D	Clements, Tom	10	9	900	4	1	13	13
Westchester Flames	2010	13	D	Deng, Teng	1		43				
Westchester Flames	2010	18	F	Detelj, Keith	15	10	1350	5		25	14
Westchester Flames	2010	14	D	Dobrijevic, Sasa	13	1	1112		1	3	13
Westchester Flames	2010	9	F	Dos Santos, Jose	11	1	476		1	9	15
Westchester Flames	2010	7	M	Escobar, Julian	3		109			2	1
Westchester Flames	2010	22	D	Hakikson, Charles	2		29				1
Westchester Flames	2010	17	M	Heredia, Richard	11	3	881		3	11	11
Westchester Flames	2010		M	Jolly, Sam	1		36				
Westchester Flames	2010	12	D	Manz, Thomas	8		651				3
Westchester Flames	2010	2	D	Martinez, Diego	6	2	540	1		1	4
Westchester Flames	2010	21	D	McPhillips, Kevin	4		191			4	1
Westchester Flames	2010	4	D	Moleno, Christian	2		135				2
Westchester Flames	2010	16	F	Naounou, Hanse	2		114			6	1
Westchester Flames	2010	8	M	Naumoski, Dragan	6		293			8	2
Westchester Flames	2010	12	F	Ogden, William	7	1	517		1	3	4
Westchester Flames	2010	3	M	Ogoo, Housainou	4		100				1
Westchester Flames	2010	2	F	Patrikis, Nicholas	3		52			1	
Westchester Flames	2010	7	M	Posillico, Joseph	6		350			5	2
Westchester Flames	2010	19	M	Richards, Christopher	10	4	781	2		8	12
Westchester Flames	2010	6	M	Riordan, Christopher	11		882			2	8
Westchester Flames	2010	21	M	Rivas Chica, Daniel	1		64				
Westchester Flames	2010		F	Rivera, Adolfo	1		18				
Westchester Flames	2010	0	GK	San Filippo, John	10		829				
Westchester Flames	2010	20	D	Stone, Huntley	8		623			1	1
Westchester Flames	2010	10	M	Uy, Matthew	6		429			4	2
Westchester Flames	2010	1	GK	Xikis, Emilio	7		611				
Westchester Flames	2010	8	M	Zahui, Thierry	4		337			7	8
Westchester Flames	2010	13	M	alesci, christopher	1		45			1	1
Westchester Flames	2010	10	M	de Souza, Raphael	3		225			2	3
Laredo Heat	2010	5	M	Abalos, Michael	12	3	433	1	1	6	2
Laredo Heat	2010	0	GK	Avila, Rodrigo	8		655				
Laredo Heat	2010	2	D	Bautista, Soamy	13	1	928		1	4	10
Laredo Heat	2010	13	F	Bayona, Orlando	12	18	833	9		26	7
Laredo Heat	2010	22	M	Galvan Barbosa, Daniel	15	3	1239	1	1	12	16
Laredo Heat	2010	9	F	Garcia, Felix	13	32	778	14	4	48	6
Laredo Heat	2010	20	M	Garza, Daniel	8		224			7	3
Laredo Heat	2010	14	F	Gonzalez, Jose	5		56				1
Laredo Heat	2010	16	F	Gunderson, Max	13	4	639	2	0	12	9
Laredo Heat	2010	15	M	Hergert, Alexander	10		742			4	2
Laredo Heat	2010	3	D	Hernandez Lara, Jose	14	3	1220	1	1	12	14
Laredo Heat	2010		GK	Herrera, Raul	5		317	0	0	0	0
Laredo Heat	2010	10	M	Ibarra-Trevino, Juan de Dios	14	12	1169	3	6	26	4
Laredo Heat	2010	17	D	Lara, Francisco	8		572			3	6
Laredo Heat	2010	18	D	Lara, Juan	4		133	0	0	2	1
Laredo Heat	2010	26	M	Lewis, Ezual	10		464			2	11
Laredo Heat	2010	38	F	Luna, Salvador	11	3	541	1	1	17	11
Laredo Heat	2010		M	Maley, Josh	2		32			1	
Laredo Heat	2010	4	D	Martinez, Alfredo	9		138	0	0	1	1
Laredo Heat	2010	27	D	Mulamba, Teddy	5		120			2	6
Laredo Heat	2010	11	M	Mulamba, Gregory	8	1	484	0	1	4	14
Laredo Heat	2010	7	D	Ordaz, Carlos	14	3	1087	1	1	1	2
Laredo Heat	2010	8	M	Perez, Joel	13	2	921	1	0	9	6
Laredo Heat	2010		D	Perez, Yamet	2		158	0	0	0	2
Laredo Heat	2010		D	Quinones, Raul	3		270	0	0	1	3
Laredo Heat	2010	29	M	Ramos, Alfredo	3		35			1	
Laredo Heat	2010	1	GK	Spangenberg, Trevor	2		180				
Laredo Heat	2010		M	Vallejo-Medina, Hector	2		132			2	
Laredo Heat	2010	23	GK	Williams, Stephen	3		198				
Houston Leones	2010	25	M	Boughton, Gary	12	1	837		1	11	4
Houston Leones	2010	22	F	Eastman, Trevor	4	6	199	2	2	8	3
Houston Leones	2010	10	M	Freitas, Elcio	10	5	751	2	1	13	18
Houston Leones	2010	7	M	Guillen, Carlos	14		1041	0	0	18	8
Houston Leones	2010	5	D	Hall, Joshua	3		270	0	0	0	3
Houston Leones	2010	12	F	Isidoro, Victor	16	3	1232	1	1	25	13
Houston Leones	2010	6	M	James, Ash-Lee Michael	15		855	0	0	3	7
Houston Leones	2010	11	M	Kocic, Ljubomir	4	2	277	1		9	1
Houston Leones	2010	14	M	Lozoya, Juan	13	2	388	1	0	4	2
Houston Leones	2010	17	F	Masri, Jad	7	2	299	1	0	7	1
Houston Leones	2010	9	M	Milton, Blake	2		17			1	
Houston Leones	2010	9	F	Pena, Samir	7	2	446	1	0	12	11
Houston Leones	2010	3	D	Phillips, Corey	11	2	964	1	0	3	10
Houston Leones	2010	8	M	Richards, Ashley	12		784			3	19
Houston Leones	2010	16	M	Rivas, Rodrigo	11	2	744	1		1	8
Houston Leones	2010	19	F	Rouse, Alexander	9	6	498	2	2	11	8
Houston Leones	2010	21	M	Salmeron, Irving	9	2	144	1		5	1
Houston Leones	2010	1	GK	Simon, Lukas	16		1440	0	0	0	0
Houston Leones	2010	13	D	Smith, Shane	11	1	945		1	3	6
Houston Leones	2010	4	D	Souza, Felipe	13	2	1156	1	0	8	11
Houston Leones	2010	20	F	Vallentine, Westin	9	11	353	5	1	14	2
Houston Leones	2010	15	D	Ventura, Jeuel	9		495			3	11
Houston Leones	2010	18	F	Wamo, Michael	12	5	666	2	1	10	6
Houston Leones	2010	2	D	Wamo, Florent	2		49				2
Houston Leones	2010	5	D	Zelko, Patrick	10	2	867	1		3	4
DFW Tornados	2010	2	D	Adibi, Adriel	10	2	812	0	2	2	9
DFW Tornados	2010	14	M	Ambrose, Stephen	7	2	218	1	0	6	4
DFW Tornados	2010	13	M	Arredondo, Gabriel	4	2	162	1	0	2	1
DFW Tornados	2010	10	M	Cuero, Julio	3	2	111	1	0	2	0
DFW Tornados	2010	9	M	Da Silva, Paulo	10	3	601	1	1	17	5
DFW Tornados	2010	12	M	DeLoach, Aaron	4	2	147	1	0	1	2
DFW Tornados	2010	3	M	Dinsmore, Matthew	9		287	0	0	6	4
DFW Tornados	2010	26	F	Doan, Tuan	10	8	568	4	0	9	4
DFW Tornados	2010	23	D	Gordon, Sean	1		24				1
DFW Tornados	2010	25	F	Guillen, Jose Antonio	13	8	521	3	2	16	5
DFW Tornados	2010	17	F	Haidarovic, Luke	4	3	199	1	1	6	6
DFW Tornados	2010	13	F	Ivo, Arthur	4	4	298	2		7	4
DFW Tornados	2010	24	F	Ivo, Alex	3		202			3	2
DFW Tornados	2010	16	D	Joyner, Lucas	11	4	681	2	0	4	4
DFW Tornados	2010	21	M	Kamali, David	1		18	0	0	0	1
DFW Tornados	2010	27	M	Kennedy, Sam	11	1	583	0	1	3	7
DFW Tornados	2010	20	M	Kiembi, Pierce	7		110	0	0	1	9
DFW Tornados	2010	10	M	Knutson, Derek	1		10				1
DFW Tornados	2010	19	D	Lee, Jared	11		945	0	0	0	7
DFW Tornados	2010	15	D	Miller, Cory	8		720	0	0	1	5
DFW Tornados	2010	22	D	Murch, Jordan	5	2	338	1		1	11
DFW Tornados	2010	4	D	Nelson-Cook, Taylor	1		23				
DFW Tornados	2010	8	M	Noel-Williams, Gifton	9		703			5	12
DFW Tornados	2010	17	M	Parker, Dale	5		169				
DFW Tornados	2010	3	M	Rice, Taylor	2	1	147		1		1
DFW Tornados	2010	6	M	Ross, Christopher	13	2	974	0	2	17	6
DFW Tornados	2010	11	D	Shirley-Black, Stephen	14	2	1229	1	0	6	18
DFW Tornados	2010	7	M	Taylor, Bryce	15	5	818	2	1	18	10
DFW Tornados	2010	1	GK	Valko, Maros	14		1260	0	0	0	0
DFW Tornados	2010	18	D	Ward, MacKenzie	11		990	0	0	1	8
DFW Tornados	2010	5	D	White, Kevin	14	4	657	2	0	7	4
DFW Tornados	2010	31	GK	Wood, Michael	1		90				
DFW Tornados	2010	4	D	Woolard, Daniel	3		197				1
DFW Tornados	2010	3	M	Ziada, Keegan	2	1	71		1	1	
West Texas United Sockers	2010	6	D	Alancon, Julio	1		90	0	0	0	1
West Texas United Sockers	2010	10	M	Becerra-Montijo, Giber	3		270	0	0	11	4
West Texas United Sockers	2010	14	D	Brooks, Alandus	3		60	0	0	0	0
West Texas United Sockers	2010	12	M	Castaneda, Luis	4		87				1
West Texas United Sockers	2010	10	F	Cox, John	4		107	0	0	0	2
West Texas United Sockers	2010	1	GK	Craddock, Lief	16		1440	0	0	0	0
West Texas United Sockers	2010	14	M	Cullen, Corey	11		318	0	0	2	5
West Texas United Sockers	2010	12	F	De Santiago, Jose	9	6	534	3	0	17	13
West Texas United Sockers	2010	9	F	Everson, Ben	6	5	407	2	1	14	5
West Texas United Sockers	2010	4	D	Franco, Raul	9		667	0	0	1	9
West Texas United Sockers	2010	88	M	Furness, Dominic	14	6	1128	2	2	26	23
West Texas United Sockers	2010	8	F	Garcia, Lukas	14	2	594	1	0	17	4
West Texas United Sockers	2010	11	F	Guillen, Ulises	5	2	251	1	0	5	0
West Texas United Sockers	2010	21	M	Hernandez, Jose	2		95			2	
West Texas United Sockers	2010	10	M	Hernandez, Francisco	14	3	1082	0	3	22	9
West Texas United Sockers	2010	9	M	Kacou Innocent, Koffi	11		574	0	0	1	3
West Texas United Sockers	2010	19	D	Leandre Pacome, Beh	4		219	0	0	0	2
West Texas United Sockers	2010	10	F	Lopez, Rogelio	9	4	789	2	0	23	3
West Texas United Sockers	2010	6	D	Miramontes, Isaias	12		762	0	0	1	9
West Texas United Sockers	2010	18	D	Montes, Manuel	6		68	0	0	0	2
West Texas United Sockers	2010	13	M	Moreno, Edson	7		345	0	0	3	1
West Texas United Sockers	2010	18	F	Munoz, Jose	10	5	802	2	1	22	14
West Texas United Sockers	2010	4	D	Munoz, Jesus	2		148	0	0	0	0
West Texas United Sockers	2010	5	M	Olivas, Abel	14		871	0	0	5	15
West Texas United Sockers	2010	23	M	Pinter, Paul	6	4	242	2	0	2	0
West Texas United Sockers	2010	14	D	Rios, Sergio	10		864	0	0	1	7
West Texas United Sockers	2010	16	F	Ruiz, Sabas	3		45	0	0	0	1
West Texas United Sockers	2010	3	D	Tena, Omar	15	3	1301	1	1	7	10
West Texas United Sockers	2010	7	M	Valdivia, Oswaldo	6	2	539	1	0	7	7
West Texas United Sockers	2010	29	M	Zapata, Angel	13	4	1127	1	2	12	16
El Paso Patriots	2010	15	M	Aguilera, Agustin	1		1	0	0	0	0
El Paso Patriots	2010	21	F	Arroyo, Francisco	1		90				3
El Paso Patriots	2010	20	M	Bautista, Aldo	3		60	0	0	0	1
El Paso Patriots	2010	13	M	Camarena, Jonathan	8	5	645	1	3	13	11
El Paso Patriots	2010	7	M	Cervantes, Enrique	13	8	1081	4	0	8	13
El Paso Patriots	2010	4	M	Chacon, Gabriel	8		245	0	0	3	5
El Paso Patriots	2010	6	F	De Anda, Francisco	7		220	0	0	1	3
El Paso Patriots	2010	14	D	Duarte, Jorge Armando	5		54	0	0	0	0
El Paso Patriots	2010	6	M	Espinal, Dario	5		382	0	0	1	1
El Paso Patriots	2010	30	M	Garcia, Mario	15	6	1279	3	0	13	12
El Paso Patriots	2010	3	D	Green, Dominik	6		304	0	0	0	1
El Paso Patriots	2010	2	M	Landa, Christian	13	1	299	0	1	1	2
El Paso Patriots	2010	16	M	Mendoza, Edgar	12	7	979	3	1	6	3
El Paso Patriots	2010	24	GK	Meza, Ivan	2		103				
El Paso Patriots	2010	18	F	Mora, Victor	1		16			2	2
El Paso Patriots	2010	12	D	Moreno, Adrian	15		1336	0	0	8	10
El Paso Patriots	2010	10	M	Morin, Rodrigo	2	2	180	1		2	1
El Paso Patriots	2010	1	GK	Muniz, Jorge	14		1247	0	0	0	0
El Paso Patriots	2010	21	D	Olivares Garcia, Jair	11		990	0	0	1	11
El Paso Patriots	2010	13	D	Ontiveros, Isaac	8		202	0	0	1	0
El Paso Patriots	2010	11	M	Orona, Jorge	12	2	960	1	0	7	11
El Paso Patriots	2010	5	D	Palacios, Esteban	14		1196	0	0	1	6
El Paso Patriots	2010	20	F	Saavedra Carmond, Eric	1		35			1	
El Paso Patriots	2010	22	D	Samano Contreras, Hugo	10	4	886	2	0	3	10
El Paso Patriots	2010	19	F	Sapien, Mariano	10	5	590	2	1	12	7
El Paso Patriots	2010	14	F	Vazquez, Benjamin	1		90				3
El Paso Patriots	2010	9	F	Zamora, Cristian	13	10	987	4	2	20	5
El Paso Patriots	2010	26	F	de la Rosa Rosales, Edgar Ivan	4		275			4	1
Rio Grande Valley Grandes	2010	99	M	Acuna, Edgar	10		840	0	0	8	6
Rio Grande Valley Grandes	2010	9	M	Aguillon, Alvaro	7		485	0	0	0	8
Rio Grande Valley Grandes	2010	4	D	Apodaca, Omar	1		75	0	0	1	0
Rio Grande Valley Grandes	2010	37	GK	Cisneros, Roman	1		55				
Rio Grande Valley Grandes	2010	58	M	De Los Santos, Noe	2		180			3	1
Rio Grande Valley Grandes	2010	1	D	Degollado, Pablo	11	1	926	0	1	5	12
Rio Grande Valley Grandes	2010	7	M	Escandon, Gabriel	6		236	0	0	4	1
Rio Grande Valley Grandes	2010	7	D	Fuentes, Reynol	2		180			1	2
Rio Grande Valley Grandes	2010	22	D	Galvan, Jose	3		66				
Rio Grande Valley Grandes	2010	18	GK	Gamboa, Juan	13		1101	0	0	3	0
Rio Grande Valley Grandes	2010	20	M	Gonzalez, Moises	2		135			1	
Rio Grande Valley Grandes	2010	2	D	Gracia, Edgar	13		922	0	0	5	5
Rio Grande Valley Grandes	2010	11	F	Harris, Emanuel	10		674	0	0	1	4
Rio Grande Valley Grandes	2010	6	F	Lopez, Damian	1		45				1
Rio Grande Valley Grandes	2010	8	M	Lopez, Misael	3		205			1	2
Rio Grande Valley Grandes	2010	17	GK	Medellin, Felix	2		104				
Rio Grande Valley Grandes	2010	10	M	Nava, Juan	10	9	819	4	1	15	17
Rio Grande Valley Grandes	2010	80	F	Rios, Jesus	1		90			1	
Rio Grande Valley Grandes	2010	14	F	Rios, Jesus	5	2	450	1		7	3
Rio Grande Valley Grandes	2010	12	M	Rios, Omar	12		914	0	0	4	4
Rio Grande Valley Grandes	2010	22	F	Rivera, Enrique	9	2	647	1	0	13	7
Rio Grande Valley Grandes	2010	15	M	Rodriguez, Ricky	11	2	615	1	0	6	5
Rio Grande Valley Grandes	2010	4	D	Ruelas, Ruben	5		394			2	4
Rio Grande Valley Grandes	2010	13	M	Vazquez, Kendor	6		540	0	0	2	7
Rio Grande Valley Grandes	2010	21	D	Vazquez, Miguel	10		855	0	0	0	6
Rio Grande Valley Grandes	2010	19	D	Zamora, Mario	11	2	878	1	0	5	7
Mississippi Brilla	2010	21	F	Aduny, Moses	13	23	960	10	3	27	10
Mississippi Brilla	2010	2	M	Azira, Michael	13	1	1107	0	1	16	12
Mississippi Brilla	2010	14	D	Brown, Michael	6		529	0	0	1	4
Mississippi Brilla	2010	20	F	Buffington, Phillip	11	15	494	6	3	14	8
Mississippi Brilla	2010		D	Cobleigh, Eric	5		282				1
Mississippi Brilla	2010	5	D	Dixon, Richard	10		814	0	0	5	11
Mississippi Brilla	2010	18	F	Foster, Nathaniel	11	8	325	3	2	11	4
Mississippi Brilla	2010	1	GK	Goellner, Andrew	6		540				
Mississippi Brilla	2010	9	F	Greer, Jarvis	9	2	71		2	3	
Mississippi Brilla	2010		F	Guffens, Richard	2		56	0	0	0	2
Mississippi Brilla	2010	4	D	Hannon, Alan	5		177				1
Mississippi Brilla	2010	12	D	Hunt, William	14	6	1184	3	0	7	5
Mississippi Brilla	2010	15	F	Ihmeidan, Ahmad	13	18	945	8	2	18	7
Mississippi Brilla	2010		D	Jernigan, Walker	3		190	0	0	0	0
Mississippi Brilla	2010		GK	Kann, Alec	2		115	0	0	0	0
Mississippi Brilla	2010	10	M	Lemma, Anteneh	5	4	405	2		5	2
Mississippi Brilla	2010	3	M	Lilly, David	7	3	630		3	6	8
Mississippi Brilla	2010	6	M	Lucky, Scott	7		180	0	0	1	2
Mississippi Brilla	2010	0	GK	Newbold, Bryan	1		90				
Mississippi Brilla	2010	7	D	Onger, Lahnden	1		8				
Mississippi Brilla	2010		GK	Pantazelos, Josh	6		515	0	0	0	0
Mississippi Brilla	2010	19	M	Paulini, Lucas	13	6	1133	2	2	16	9
Mississippi Brilla	2010	8	M	Rich, Nicholas	10	6	603	2	2	11	4
Mississippi Brilla	2010	17	D	Shannon, Thomas	14	1	1260	0	1	0	5
Mississippi Brilla	2010	11	M	Sheard, Carl	6		95				1
Mississippi Brilla	2010	22	F	Vandenhurk, James	1		5				
Mississippi Brilla	2010	16	F	Willoughby, Paul	13	6	961	3	0	22	8
Baton Rouge Capitals	2010	10	F	Anderson, Mark	11	11	830	3	5	40	4
Baton Rouge Capitals	2010	12	D	Armstrong, Keith	9		148			1	
Baton Rouge Capitals	2010	7	F	Callon, Ben	11	19	856	9	1	27	7
Baton Rouge Capitals	2010	5	F	Chagnard, Brandon	9	6	522	3		12	9
Baton Rouge Capitals	2010	9	F	Clarke, Ewan	6	1	175		1	6	1
Baton Rouge Capitals	2010	15	D	Gordon, Scott	14	4	1215	1	2	17	6
Baton Rouge Capitals	2010	13	GK	Hart, Joseph	5		450				
Baton Rouge Capitals	2010	22	D	Hayers, Stuart	14	1	1252		1	5	6
Baton Rouge Capitals	2010	3	D	John, Hamide	3		31				
Baton Rouge Capitals	2010	24	D	Kramer, Trey	2		63				
Baton Rouge Capitals	2010	26	D	Magill, Luke	1		90				
Baton Rouge Capitals	2010	8	M	McCubbin, Scott	14	4	1247	1	2	11	10
Baton Rouge Capitals	2010	17	M	Portillo, Josey	12	5	729	2	1	12	8
Baton Rouge Capitals	2010	6	M	Portillo, Justin	10	2	690	1		6	
Baton Rouge Capitals	2010	20	M	Randel, Connor	7		85			5	
Baton Rouge Capitals	2010	1	GK	Salvatore, Alessandro	2		180				
Baton Rouge Capitals	2010	21	D	Schwartz, Jordan	3		99				
Baton Rouge Capitals	2010	11	M	Settle, Tom	14	7	1106	2	3	11	5
Baton Rouge Capitals	2010	2	M	Tait, Joe	12	13	1029	6	1	14	5
Baton Rouge Capitals	2010	14	D	Vargas, Ricardo	14	1	1070		1		11
Baton Rouge Capitals	2010	1	GK	Watkins, Michael	5		450				
Baton Rouge Capitals	2010	1	GK	Wells, Zane	2		180				
Baton Rouge Capitals	2010	5	D	Williams, Chris	12		1026			10	10
Baton Rouge Capitals	2010	16	M	Wooley, Jared	10	2	161		2		2
Baton Rouge Capitals	2010	23	F	Wright, Andrew	4	2	161	1		4	2
Atlanta Blackhawks	2010	26	D	Adamson, Corey	1		30				
Atlanta Blackhawks	2010	9	D	Arthur, Sam	11	3	990	1	1	9	13
Atlanta Blackhawks	2010	13	M	Badjic, Samsideen	10	4	900	2	0	21	13
Atlanta Blackhawks	2010	3	D	Barbaree, Connor	9	2	726	1	0	5	3
Atlanta Blackhawks	2010	11	D	Brettschneider, Blake	10		837			9	9
Atlanta Blackhawks	2010	15	M	Burton, Nicholas	13	8	827	3	2	18	13
Atlanta Blackhawks	2010	14	M	Caskey, Alex	8	2	326	1	0	7	0
Atlanta Blackhawks	2010	8	F	Cox, Jon	11	7	492	3	1	8	6
Atlanta Blackhawks	2010	24	D	Diallo, Fode	6		378				3
Atlanta Blackhawks	2010	6	D	Hayes, Hunter	3		143	0	0	1	1
Atlanta Blackhawks	2010	19	D	Hoskins, Matthew	5		190				1
Atlanta Blackhawks	2010	21	F	Maloney, Ryan	13	13	806	5	3	23	5
Atlanta Blackhawks	2010	17	GK	Maurer, James	5		360				
Atlanta Blackhawks	2010	18	D	Njie, Ebrima	9		802			1	3
Atlanta Blackhawks	2010	23	M	Pilgrim, Yannick	3		74	0	0	1	0
Atlanta Blackhawks	2010	33	M	Roushandel, Ryan	4	2	360	1		7	
Atlanta Blackhawks	2010	7	M	Sawchak, Kevin	12	1	815	0	1	17	7
Atlanta Blackhawks	2010	10	M	Scannella, Jeff	12	5	1066	1	3	28	11
Atlanta Blackhawks	2010	4	D	Slober, Natt	7		371	0	0	3	6
Atlanta Blackhawks	2010	2	M	Suri, Caleb	8	2	564	1	0	10	5
Atlanta Blackhawks	2010	16	D	Tayi, Benjamin	1		90				1
Atlanta Blackhawks	2010	5	M	Timm, Kyle	10	1	532	0	1	2	5
Atlanta Blackhawks	2010	17	F	Toure, Alhagi-K	4	1	168	0	1	3	1
Atlanta Blackhawks	2010	22	D	Toure, Boubacar	7	11	392	5	1	15	1
Atlanta Blackhawks	2010	20	F	Waymont, Daniel	5	2	168	1	0	4	0
Atlanta Blackhawks	2010	23	GK	Whorton, William	1		90				
Atlanta Blackhawks	2010	27	GK	Woszczynski, Carl	9		720	0	0	0	0
Orlando City U23	2010	17	F	Boracic, Berin	2		29	0	0	0	1
Orlando City U23	2010	8	M	Brustad, Fredrik	14	10	1065	2	6	42	4
Orlando City U23	2010	9	F	Castaldo, William	1		2				
Orlando City U23	2010	2	F	Chin, Dennis	4		131	0	0	4	1
Orlando City U23	2010	22	D	Corning, Ryan	14	1	1237	0	1	13	18
